index,name,generation,evolves_from,abilities,desc,type1,type2,total,hp,atk,def,spatk,spdef,speed,height,weight,rank
152,chikorita,generation-ii,nothing,overgrow leaf-guard ,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.,grass,None,318,45,49,65,49,65,45,9,64,ordinary
153,bayleef,generation-ii,chikorita,overgrow leaf-guard ,"The scent of spices comes from around its neck. Somehow, sniffing it makes you want to fight.",grass,None,405,60,62,80,63,80,60,12,158,ordinary
154,meganium,generation-ii,bayleef,overgrow leaf-guard ,The aroma that rises from its petals contains a substance that calms aggressive feelings.,grass,None,525,80,82,100,83,100,80,18,1005,ordinary
155,cyndaquil,generation-ii,nothing,blaze flash-fire ,"It has a timid nature. If it is startled, the flames on its back burn more vigorously.",fire,None,309,39,52,43,60,50,65,5,79,ordinary
156,quilava,generation-ii,cyndaquil,blaze flash-fire ,Be careful if it turns its back during battle. It means that it will attack with the fire on its back.,fire,None,405,58,64,58,80,65,80,9,190,ordinary
157,typhlosion,generation-ii,quilava,blaze flash-fire ,"If its rage peaks, it becomes so hot that anything that touches it will instantly go up in flames.",fire,None,534,78,84,78,109,85,100,17,795,ordinary
158,totodile,generation-ii,nothing,torrent sheer-force ,Its well-developed jaws are powerful and capable of crushing anything. Even its trainer must be careful.,water,None,314,50,65,64,44,48,43,6,95,ordinary
159,croconaw,generation-ii,totodile,torrent sheer-force ,"If it loses a fang, a new one grows back in its place. There are always 48 fangs lining its mouth.",water,None,405,65,80,80,59,63,58,11,250,ordinary
160,feraligatr,generation-ii,croconaw,torrent sheer-force ,"When it bites with its massive and powerful jaws, it shakes its head and savagely tears its victim up.",water,None,530,85,105,100,79,83,78,23,888,ordinary
161,sentret,generation-ii,nothing,run-away keen-eye frisk ,"A very cautious POKéMON, it raises itself up using its tail to get a better view of its surroundings.",normal,None,215,35,46,34,35,45,20,8,60,ordinary
162,furret,generation-ii,sentret,run-away keen-eye frisk ,It makes a nest to suit its long and skinny body. The nest is impossible for other POKéMON to enter.,normal,None,415,85,76,64,45,55,90,18,325,ordinary
163,hoothoot,generation-ii,nothing,insomnia keen-eye tinted-lens ,"It always stands on one foot. It changes feet so fast, the movement can rarely be seen.",normal,flying,262,60,30,30,36,56,50,7,212,ordinary
164,noctowl,generation-ii,hoothoot,insomnia keen-eye tinted-lens ,Its eyes are specially adapted. They concentrate even faint light and enable it to see in the dark.,normal,flying,452,100,50,50,86,96,70,16,408,ordinary
165,ledyba,generation-ii,nothing,swarm early-bird rattled ,It is very timid. It will be afraid to move if it is alone. But it will be active if it is in a group.,bug,flying,265,40,20,30,40,80,55,10,108,ordinary
166,ledian,generation-ii,ledyba,swarm early-bird iron-fist ,"When the stars flicker in the night sky, it flutters about, scattering a glowing powder.",bug,flying,390,55,35,50,55,110,85,14,356,ordinary
167,spinarak,generation-ii,nothing,swarm insomnia sniper ,"It lies still in the same pose for days in its web, waiting for its unsuspecting prey to wander close.",bug,poison,250,40,60,40,40,40,30,5,85,ordinary
168,ariados,generation-ii,spinarak,swarm insomnia sniper ,It spins string not only from its rear but also from its mouth. It is hard to tell which end is which.,bug,poison,400,70,90,70,60,70,40,11,335,ordinary
169,crobat,generation-ii,golbat,inner-focus infiltrator ,It flies so si­ lently through the dark on its four wings that it may not be noticed even when nearby.,poison,flying,535,85,90,80,70,80,130,18,750,ordinary
170,chinchou,generation-ii,nothing,volt-absorb illuminate water-absorb ,Chinchou blink their shining antennae at one another to claim their respective turf.,water,electric,330,75,38,38,56,56,67,5,120,ordinary
171,lanturn,generation-ii,chinchou,volt-absorb illuminate water-absorb ,The light it emits is so bright that it can illuminate the sea's surface from a depth of over three miles.,water,electric,460,125,58,58,76,76,67,12,225,ordinary
172,pichu,generation-ii,nothing,static lightning-rod ,It is not yet skilled at storing electricity. It may send out a jolt if amused or startled.,electric,None,205,20,40,15,35,35,60,3,20,ordinary
173,cleffa,generation-ii,nothing,cute-charm magic-guard friend-guard ,"Because of its unusual, star-like silhouette, people believe that it came here on a meteor.",fairy,None,218,50,25,28,45,55,15,3,30,ordinary
174,igglybuff,generation-ii,nothing,cute-charm competitive friend-guard ,"It has a very soft body. If it starts to roll, it will bounce all over and be impossible to stop.",normal,fairy,210,90,30,15,40,20,15,3,10,ordinary
175,togepi,generation-ii,nothing,hustle serene-grace super-luck ,The shell seems to be filled with joy. It is said that it will share good luck when treated kindly.,fairy,None,245,35,20,65,40,65,20,3,15,ordinary
176,togetic,generation-ii,togepi,hustle serene-grace super-luck ,"They say that it will appear before kindhearted, car­ ing people and shower them with happiness.",fairy,flying,405,55,40,85,80,105,40,6,32,ordinary
177,natu,generation-ii,nothing,synchronize early-bird magic-bounce ,"Because its wings aren't yet fully grown, it has to hop to get around. It is always star­ ing at something.",psychic,flying,320,40,50,45,70,45,70,2,20,ordinary
178,xatu,generation-ii,natu,synchronize early-bird magic-bounce ,They say that it stays still and quiet because it is seeing both the past and future at the same time.,psychic,flying,470,65,75,70,95,70,95,15,150,ordinary
179,mareep,generation-ii,nothing,static plus ,"If static elec­ tricity builds in its body, its fleece doubles in volume. Touching it will shock you.",electric,None,280,55,40,40,65,45,35,6,78,ordinary
180,flaaffy,generation-ii,mareep,static plus ,"As a result of storing too much electricity, it developed patches where even downy wool won't grow.",electric,None,365,70,55,55,80,60,45,8,133,ordinary
181,ampharos,generation-ii,flaaffy,static plus ,The tail's tip shines brightly and can be seen from far away. It acts as a beacon for lost people.,electric,None,510,90,75,85,115,90,55,14,615,ordinary
182,bellossom,generation-ii,gloom,chlorophyll healer ,"Plentiful in the tropics. When it dances, its petals rub together and make a pleasant ringing sound.",grass,None,490,75,80,95,90,100,50,4,58,ordinary
183,marill,generation-ii,azurill,thick-fat huge-power sap-sipper ,"The tip of its tail, which con­ tains oil that is lighter than wa­ ter, lets it swim without drowning.",water,fairy,250,70,20,50,20,50,40,4,85,ordinary
184,azumarill,generation-ii,marill,thick-fat huge-power sap-sipper ,It lives in water virtually all day long. Its body color and pattern act as camouflage that makes it tough for enemies to spot in water.,water,fairy,420,100,50,80,60,80,50,8,285,ordinary
185,sudowoodo,generation-ii,bonsly,sturdy rock-head rattled ,"Although it always pretends to be a tree, its composi­ tion appears to be closer to a rock than a plant.",rock,None,410,70,100,115,30,65,30,12,380,ordinary
186,politoed,generation-ii,poliwhirl,water-absorb damp drizzle ,"If POLIWAG and POLIWHIRL hear its echoing cry, they respond by gather­ ing from far and wide.",water,None,500,90,75,75,90,100,70,11,339,ordinary
187,hoppip,generation-ii,nothing,chlorophyll leaf-guard infiltrator ,"To keep from being blown away by the wind, they gather in clusters. They do enjoy gentle breezes, though.",grass,flying,250,35,35,40,35,55,50,4,5,ordinary
188,skiploom,generation-ii,hoppip,chlorophyll leaf-guard infiltrator ,The bloom on top of its head opens and closes as the temperature fluc­ tuates up and down.,grass,flying,340,55,45,50,45,65,80,6,10,ordinary
189,jumpluff,generation-ii,skiploom,chlorophyll leaf-guard infiltrator ,"Once it catches the wind, it deft­ ly controls its cotton-puff spores to float, even around the world.",grass,flying,460,75,55,70,55,95,110,8,30,ordinary
190,aipom,generation-ii,nothing,run-away pickup skill-link ,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.,normal,None,360,55,70,55,40,55,85,8,115,ordinary
191,sunkern,generation-ii,nothing,chlorophyll solar-power early-bird ,"It may drop out of the sky suddenly. If attacked by a SPEAROW, it will violently shake its leaves.",grass,None,180,30,30,30,30,30,30,3,18,ordinary
192,sunflora,generation-ii,sunkern,chlorophyll solar-power early-bird ,"It converts sun­ light into energy. In the darkness after sunset, it closes its petals and becomes still.",grass,None,425,75,75,55,105,85,30,8,85,ordinary
193,yanma,generation-ii,nothing,speed-boost compound-eyes frisk ,"If it flaps its wings really fast, it can generate shock waves that will shatter win­ dows in the area.",bug,flying,390,65,65,45,75,45,95,12,380,ordinary
194,wooper,generation-ii,nothing,damp water-absorb unaware ,This POKéMON lives in cold water. It will leave the water to search for food when it gets cold outside.,water,ground,210,55,45,45,25,25,15,4,85,ordinary
195,quagsire,generation-ii,wooper,damp water-absorb unaware ,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls.",water,ground,430,95,85,85,65,65,35,14,750,ordinary
196,espeon,generation-ii,eevee,synchronize magic-bounce ,It uses the fine hair that covers its body to sense air currents and predict its ene­ my's actions.,psychic,None,525,65,65,60,130,95,110,9,265,ordinary
197,umbreon,generation-ii,eevee,synchronize inner-focus ,"When agitated, this POKéMON pro­ tects itself by spraying poisonous sweat from its pores.",dark,None,525,95,65,110,60,130,65,10,270,ordinary
198,murkrow,generation-ii,nothing,insomnia super-luck prankster ,"Feared and loathed by many, it is believed to bring misfortune to all those who see it at night.",dark,flying,405,60,85,42,85,42,91,5,21,ordinary
199,slowking,generation-ii,slowpoke,oblivious own-tempo regenerator ,"It has incredible intellect and in­ tuition. Whatever the situation, it remains calm and collected.",water,psychic,490,95,75,80,100,110,30,20,795,ordinary
200,misdreavus,generation-ii,nothing,levitate ,It likes playing mischievous tricks such as screaming and wailing to startle people at night.,ghost,None,435,60,60,60,85,85,85,7,10,ordinary
201,unown,generation-ii,nothing,levitate ,Their shapes look like hieroglyphs on ancient tab­ lets. It is said that the two are somehow related.,psychic,None,336,48,72,48,72,48,48,5,50,ordinary
202,wobbuffet,generation-ii,wynaut,shadow-tag telepathy ,"It hates light and shock. If attack­ ed, it inflates its body to pump up its counter­ strike.",psychic,None,405,190,33,58,33,58,33,13,285,ordinary
203,girafarig,generation-ii,nothing,inner-focus early-bird sap-sipper ,"Its tail has a small brain of its own. Beware! If you get close, it may react to your scent and bite.",normal,psychic,455,70,80,65,90,65,85,15,415,ordinary
204,pineco,generation-ii,nothing,sturdy overcoat ,It likes to make its shell thicker by adding layers of tree bark. The additional weight doesn't bother it.,bug,None,290,50,65,90,35,35,15,6,72,ordinary
205,forretress,generation-ii,pineco,sturdy overcoat ,Its entire body is shielded by a steel-hard shell. What lurks inside the armor is a total mystery.,bug,steel,465,75,90,140,60,60,40,12,1258,ordinary
206,dunsparce,generation-ii,nothing,serene-grace run-away rattled ,"When spotted, this POKéMON escapes backward by furi­ ously boring into the ground with its tail.",normal,None,415,100,70,70,65,65,45,15,140,ordinary
207,gligar,generation-ii,nothing,hyper-cutter sand-veil immunity ,It flies straight at its target's face then clamps down on the star­ tled victim to inject poison.,ground,flying,430,65,75,105,35,65,85,11,648,ordinary
208,steelix,generation-ii,onix,rock-head sturdy sheer-force ,It is thought its body transformed as a result of iron accumulating internally from swallowing soil.,steel,ground,510,75,85,200,55,65,30,92,4000,ordinary
209,snubbull,generation-ii,nothing,intimidate run-away rattled ,"Although it looks frightening, it is actually kind and affectionate. It is very popular among women.",fairy,None,300,60,80,50,40,40,30,6,78,ordinary
210,granbull,generation-ii,snubbull,intimidate quick-feet rattled ,"It is actually timid and easily spooked. If at­ tacked, it flails about to fend off its attacker.",fairy,None,450,90,120,75,60,60,45,14,487,ordinary
211,qwilfish,generation-ii,nothing,poison-point swift-swim intimidate ,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once.",water,poison,440,65,95,85,55,55,85,5,39,ordinary
212,scizor,generation-ii,scyther,swarm technician light-metal ,It has a steel-hard body. It intimidates foes by upraising its eye-patterned pincers.,bug,steel,500,70,130,100,55,80,65,18,1180,ordinary
213,shuckle,generation-ii,nothing,sturdy gluttony contrary ,The BERRIES it stores in its vase-like shell decompose and become a gooey liquid.,bug,rock,505,20,10,230,10,230,5,6,205,ordinary
214,heracross,generation-ii,nothing,swarm guts moxie ,"It is usually docile, but if it is disturbed while sipping honey, it chases off the intruder with its horn.",bug,fighting,500,80,125,75,40,95,85,15,540,ordinary
215,sneasel,generation-ii,nothing,inner-focus keen-eye pickpocket ,"Its paws conceal sharp claws. If attacked, it sud­ denly extends the claws and startles its enemy.",dark,ice,430,55,95,55,35,75,115,9,280,ordinary
